filename,target_classes,recording_device,device_placement,recording_environment,scene_description,license,collector_id,non_target_classes
004859.wav,door_open_close;footsteps;wardrobe_drawer_open_close,Xiaomi Redmi 15,mobile,bedroom,"I walk into the bedroom, open the wardrobe drawer and search for something inside. Afterwards I close the drawer and leave the room.",CC0 (Public Domain Dedication),598de2004a81c35b,clothing_rustle
001782.wav,bell_ringing;footsteps;door_open_close;keychain,iPhone 17 Pro,mobile,hallway,"The doorbell rang, I walked to it, then I push the door handle, take out my keys. Then I opened the door and walked back.","CC-BY 4.0 (Attribution License), Author: Florian Moritz Seidel",9c46f5304e37742c,
000523.wav,phone_ringing;keyboard_typing,iPhone 17 Pro,static,bedroom,My phone rang while I was doing homework. I waited for it to ring a bit before I picked up,"CC-BY 4.0 (Attribution License), Author: Andreea Bobeica",4c2d8235644fa30f,
002562.wav,keychain;cutlery_dishes;door_open_close;footsteps,Samsung Galaxy A21,static,kitchen,"I grab the cuttlery for my packed lunch and my keys, suddenly hit the kitchen table, both cuttlery and keys fall to the ground, out of anger, I slam the door.",CC0 (Public Domain Dedication),ebf8a7d21a2be3cb,hitting_table
003696.wav,running_water;cutlery_dishes,iPhone 13,static,kitchen,"I washed my hands in the kitchen sink, opened the dishwasher, took the dishes out and put on the metal counter.","CC-BY 4.0 (Attribution License), Author: Mykhailo Otroshko",495fc0c17b5565e2,dishwasher_open_close
004685.wav,footsteps;door_open_close;keychain;light_switch,Samsung Galaxy A54,mobile,hallway,"I walked with the keys to the door. Unlocked and opened the door, turned on the lights and closed the door. I walked to the table and put my keys on top of it.",CC0 (Public Domain Dedication),a3b63228ffc852d5,unlocking;putting_keys_on_table
004739.wav,bell_ringing,Samsung Galaxy A33,static,hallway,A ringing bell sound is heard in a hallway environment while the recording device remains static.,CC0 (Public Domain Dedication),3a5b6d905b4908d1,
000154.wav,footsteps;keychain;door_open_close,Samsung Galaxy A54,mobile,hallway;living_room,"I walked to the door from the hallway, I used my keys to open it, then closed it","CC-BY 4.0 (Attribution License), Author: Ahmed Seif Eddine Bengana",e68019ecb1ef94ec,
003999.wav,footsteps;door_open_close;window_open_close,Samsung Galaxy S25FE,mobile,kitchen,A person walk to a door closes it and then opens a window.,CC0 (Public Domain Dedication),b18a644ab0fb0ba7,
004347.wav,footsteps;light_switch,iPhone 17 Pro Max,mobile,living_room,"I was in the living room walking. We can hear my footsteps and humming while I cleaned the sofa, the table, and turned on the light.",CC0 (Public Domain Dedication),2b5fd2b97d08e297,humming
001792.wav,keyboard_typing;bell_ringing;phone_ringing,CAT S75,static,living_room,While I type on my computer a bell and then a phone is ringing.,CC0 (Public Domain Dedication),dbd82fe5d6cae939,none
005173.wav,light_switch;door_open_close;toilet_flushing,Samsung Galaxy A54,mobile,bathroom,"I flipped the light switch opened the door to my bathroom, closed the door, then I opened the toilet lid and started pouring the expired yoghurt into the toilet. After that I flushed it and went out of the bathroom.",CC0 (Public Domain Dedication),59a330918b79537c,air_system;water_splash;toilet_lid_open
004620.wav,vacuum_cleaner;phone_ringing;footsteps;window_open_close,Samsung Galaxy S23,mobile,hallway;living_room,"I am away from the vacuum, the phone rings, I walk towards the phone and the vacuum and close the window.",CC0 (Public Domain Dedication),612615b04926a3cc,
001468.wav,microwave;wardrobe_drawer_open_close;running_water;footsteps,Samsung Galaxy S10,static,kitchen,"While the microwave was running, I opened the fridge, took out some vegetables, and started washing them. When the microwave finished, I went up to it and took the food out.",CC0 (Public Domain Dedication),6243b4e793a8b76c,microwave_open_close
005435.wav,footsteps;window_open_close,Iphone,mobile,living_room,I walked across the living room toward the window. I unlocked the latch and slid the window open to let in some air. Then I stepped back and returned to what I was doing.,"CC-BY 4.0 (Attribution License), Author: Waji Ul Hassan Syed",59cb5688ccb11a31,
001031.wav,microwave;cutlery_dishes,iPhone SE,static,kitchen,I started the microwave after a short time I prepared the table with plates.,"CC-BY 4.0 (Attribution License), Author: Clemens Wolfmayr",18a3124589599925,
001379.wav,running_water;cutlery_dishes,Samsung Galaxy A53,static,kitchen,I turned on the tap and started to wash my plates.,CC0 (Public Domain Dedication),5d63f71c3a14bcc8,
002867.wav,bell_ringing;door_open_close;footsteps,Google Pixel 9,mobile,hallway,"The doorbell rang, so I opened the door to the hallway and then the apartment door.",CC0 (Public Domain Dedication),49f5683baad61ffa,
004182.wav,microwave;cutlery_dishes;phone_ringing,iPhone-14-Pro,static,kitchen,I warmed my food in the microwave and stired my tea,"CC-BY 4.0 (Attribution License), Author: Paul Breburda",cc4b2ec22d474544,
004281.wav,window_open_close;footsteps;wardrobe_drawer_open_close,iPhone 16 Plus,mobile,bedroom,"I opened the window at the start of the scene. I then walked across the bedroom with clearly audible footsteps toward the closet. I opened the closet door, picked out a piece of clothing, and closed the closet door.","CC-BY 4.0 (Attribution License), Author: Polina Kacheniuk",812d33b39305a050,
002990.wav,footsteps;keychain;door_open_close,Iphone 14 Pro Max,mobile,hallway,I walked to the door while holding a keychain in my hand. I used the keys to open the door and then I closed the door.,CC0 (Public Domain Dedication),4f95052700e25282,birds_chirping;clothing_rustle
001505.wav,keyboard_typing;phone_ringing,iPhone 12,static,office,I was sitting at my desk typing on the keyboard. During typing my phone produced a notification sound on the desk.,CC0 (Public Domain Dedication),7098caa5b9a6f4ca,chair_movement;iphone_vibration
002770.wav,footsteps;running_water;cutlery_dishes,iPhone 13,static,kitchen,I walked across the kitchen to the sink. I poured water on the dishes to clean them. I put the dishes in the dish rack.,CC0 (Public Domain Dedication),b6c6cb5e262134f3,
000896.wav,cutlery_dishes;light_switch;footsteps,Samsung Galaxy A55,mobile,kitchen,"I turn on the light in the kitchen, then I place cutlery on a plate and move the dishes slightly on the table.",CC0 (Public Domain Dedication),1508345d0b19156f,table_contact
003928.wav,footsteps;coffee_machine,iPhone 13 pro,mobile,cafeteria,I walked to the coffe machine and inserted my coins. Then I selected my coins and the machine ran,CC0 (Public Domain Dedication),7789e6479e774cf3,coin_jingle
000478.wav,keyboard_typing;phone_ringing;keychain,iphone17,mobile,living_room,i am typing on my laptop and takes a sip of water . Then hears the ringtone and pick up my keys to leave.,CC0 (Public Domain Dedication),3b56b693509835fc,slurping
000429.wav,wardrobe_drawer_open_close;keychain,iPhone 15 Pro,mobile,bedroom,I walked to the wardrobe and opened it browsing through the clothes inside. I closed it and moved to another wardrobe. I took my keys and used them to open a two-door wardrobe. I closed one door and then the other.,CC0 (Public Domain Dedication),be8e15658924b6d7,clothing_rustle
000578.wav,light_switch;footsteps,Samsung Galaxy S20,mobile,kitchen;hallway,"I turned off the standing light first. Then I switched off the extractor hood light in the kitchen. After that, I turned off the kitchen light and finally the hallway light.",CC0 (Public Domain Dedication),aeff19da71ce7c91,outside_car_noise
005310.wav,footsteps;window_open_close;keyboard_typing,BOYA BY-M1 microphone,static,living_room,"I walked to the table, opened the window, sat at the table and started typing on the keyboard.","CC-BY 4.0 (Attribution License), Author: Valerii Oliinyk",48fb7721443b51bc,
001629.wav,bell_ringing;keychain;door_open_close;footsteps,iPhone 15,static,hallway,The doorbell rang so i picked up my keys and unlocked the door by inserting the key into the lock and turning it. Afterwards I opened the door and let my guest come in. Then i closed the door and took the key.,CC0 (Public Domain Dedication),b4929ef29a367487,
005397.wav,vacuum_cleaner;phone_ringing,Oppo Reno8 T,static,bedroom,"I took the vaccum cleaner, turned it on and started cleaning. I recieved three phone notofications in process.",CC0 (Public Domain Dedication),5356ec2ef93f1bf5,unpacking_sounds
005693.wav,footsteps;toilet_flushing;window_open_close,iPhone 12 Pro,mobile,toilet,"I flush the toilet. Afterwards, I open the window in the room and start walking away.",CC0 (Public Domain Dedication),59295f62b84fc268,clothing_rustle;bird_chirping
000289.wav,microwave;phone_ringing;window_open_close,iphone 16 plus,static,kitchen,I started microwave received notification 3 times and closed the window,"CC-BY 4.0 (Attribution License), Author: Aleksei Ermakov",fe55c87bdc2c488e,-
003725.wav,footsteps;door_open_close;keychain,iPhone 16 ProMax,mobile,hallway,"I walked through the hallway toward a door. Before opening the door, I briefly searched for the correct key. After finding it, I unlocked the door,opened it and closed the door.","CC-BY 4.0 (Attribution License), Author: Nadejda Șochina",7942ed2af209bce3,clothing_rustle
005057.wav,window_open_close,iPhone 15 pro,static,bedroom,I placed the phone on a table and repeatedly opened and closed the window outside noise was audible in the background.,"CC-BY 4.0 (Attribution License), Author: Tarannom Gholami",682f1743634d3fc3,outside_noise
001069.wav,window_open_close,iPhone 14 Pro,static,living_room,I open the window close it again and move the chair,CC0 (Public Domain Dedication),27d57efd722c5ca6,chair_move
005249.wav,light_switch;footsteps;wardrobe_drawer_open_close,Redmi Note 13Pro,static,bedroom,"I turned light switch on, then walked to the wardrobe, I opened the wardrobe, and finally I closed wardrobe.","CC-BY 4.0 (Attribution License), Author: Uche Cyril Igbozurike",a2c06e6f963b2c2c,
002225.wav,phone_ringing,Vivo X80 Lite,static,bedroom,Silence. Suddenly phone starts ringing. ringing continous,CC0 (Public Domain Dedication),8b46f4bbbf5fe423,
000511.wav,footsteps;phone_ringing;door_open_close,MacBook Air M2,static,office,I am walking through the room; someone calls me and I close the door,"CC-BY 4.0 (Attribution License), Author: Andreas Resch",6c4f5fbc71193ac3,
004277.wav,wardrobe_drawer_open_close;cutlery_dishes;running_water,iPhone 16 Plus,static,kitchen,I opened the kitchen drawer and took out a plate producing a rattling sound. I closed the drawer. I then turned on the tap and rinsed the plate under the running water while holding it over the sink. I turned off the water and placed the plate back in the drawer closing it again.,"CC-BY 4.0 (Attribution License), Author: Polina Kacheniuk",812d33b39305a050,
004757.wav,cutlery_dishes;keychain,Iphone 13pro max,static,office,I sat at the desk and wrote notes on a piece of paper while handling small objects on the desk.,CC0 (Public Domain Dedication),753746c37ee600a4,clothing_rustle
005341.wav,keychain;door_open_close;light_switch,iPhone 13,mobile,hallway,"I got my keys, opened the door with them and turned on the light. I noticed it was bright enough and turned the light off again.",CC0 (Public Domain Dedication),99f2fda2a4909115,traffic;bird_chirping
004725.wav,keyboard_typing;phone_ringing;footsteps;wardrobe_drawer_open_close,iPhone 12 Pro Max,mobile,office,"I started by typing on a keyboard at the desk. Then a phone rang, I walked to a drawer, opened and closed it, and moved back toward the desk.","CC-BY 4.0 (Attribution License), Author: Sergey Gonchar",48d600e18e177e23,
000373.wav,coffee_machine;cutlery_dishes,Iphone 16,static,kitchen,"I pressed the 'on' button on my coffee machine, and it started the process. In the background, the coffee pouring into my mug was audible. Then when the machine finished, I took my mug and stirred the coffee with a spoon.","CC-BY 4.0 (Attribution License), Author: Alisa Lavrova",d46074e8d38200ad,machine_button;coffee_running
004907.wav,running_water;toilet_flushing,smartphone,static,bathroom,I turned on the bathroom tap and let water run for a few seconds. After turning off the tap I flushed the toilet. The running water and toilet flush were sequential.,CC0 (Public Domain Dedication),106fdbd9c77ca63d,ventilation_hum
004463.wav,phone_ringing;footsteps;door_open_close,Samsung Galaxy Z Fold 3,mobile,living_room;hallway,The phone was ringing while I walked toward it. During the scene footsteps and door opening or closing are also audible. Some events overlap briefly.,"CC-BY 4.0 (Attribution License), Author: Robin Veliyath Koowakaden",5fd4758ee8ebe838,
003185.wav,light_switch;footsteps,Samsung Galaxy S20 FE,mobile,living_room,"I flipped the light switch, walked to the couch, sat down and started to read a magazine",CC0 (Public Domain Dedication),2af4b805f62e7f34,sitting_down;turn_pages
004098.wav,running_water;cutlery_dishes,Samsung Galaxy S24 Ultra,mobile,kitchen,"I started water tap, washed the plates and Couturiers, turned off the water tap","CC-BY 4.0 (Attribution License), Author: Osama Bin Wadud",db6db4750351ead6,
000255.wav,footsteps;keychain;phone_ringing,iPhone 16 Pro Max,mobile,hallway,"I was walking down the hallway towards the exit, continuously jingling my keys. Suddenly, my phone started ringing loudly, resulting in the simultaneous sound of footsteps, keys, and the ringtone.",CC0 (Public Domain Dedication),53a275f9a392afae,
000881.wav,running_water;cutlery_dishes;vacuum_cleaner;phone_ringing,I-Pad-Air 11,static,kitchen,"I was washing the dishes with running water, while someone else was vacuum cleaning another room at the same time. I than heard my phone ringing put down the dishes stopped the water, walked to my phone and confirmed the call. The other person was still vacuum cleaning at the same time till the end of the recording.","CC-BY 4.0 (Attribution License), Author: Benjamin Simma",ce173772ebe6733f,
004250.wav,cutlery_dishes;running_water;microwave,iPhone 16 Pro Max,mobile,kitchen,"I took a plate from my cupboard, washed my hands, and then started the microwave.",CC0 (Public Domain Dedication),332fa5e8522c623a,
005354.wav,wardrobe_drawer_open_close;keychain;door_open_close,Apple Iphone 12,static,living_room,I opened the wardrobe and closed it. Then I opened another wardrobe and closed it. I grabbed my keys and opened the front door. Finally I went out of the apartment and closed the door,CC0 (Public Domain Dedication),d3b919d6e4d5772a,desk_chair_moving
002272.wav,vacuum_cleaner,Samsung Galaxy A33,mobile,living_room,"I turned on the vacuum cleaner, cleaned the floor a bit, moved some furniture and then turned off the vacuum cleaner.",CC0 (Public Domain Dedication),e2318f956e857704,furniture_moving_noise
002404.wav,door_open_close;keychain;footsteps,iPhone 17,static,hallway,"Phone placed on hallway shelf. Subject arrived home, keys audible while approaching and unlocking, front door opened and closed.",CC0 (Public Domain Dedication),74242677b16e8d16,neighbours_talking
003648.wav,footsteps;window_open_close;vacuum_cleaner;light_switch,iphone 15,mobile,living_room,"I closed the room window, walked to the light switch, turned it on, and started vacuuming.",CC0 (Public Domain Dedication),e0ff3d6a30d200c5,
002300.wav,footsteps;light_switch;door_open_close;running_water;toilet_flushing,Samsung S23 Ultra,mobile,toilet;hallway,"I walked towards the toilet, switched on the light, opened the door and closes the same, open and closses the tap for running water then flushed the toilet",CC0 (Public Domain Dedication),27699e7aa52c3add,
000719.wav,keyboard_typing;phone_ringing,iPhone 17,static,office,I was typing on the laptop and while I was doing that I received a phone notification.,CC0 (Public Domain Dedication),e784cac91655697b,
005017.wav,microwave;cutlery_dishes,smartphone,mobile,kitchen,I opened the microwave door and started the microwave. While the microwave was running I moved several spoons and plates on the kitchen counter creating cutlery sounds. The microwave continued running while the dishes were moved before the scene ended.,CC0 (Public Domain Dedication),f32b08dff5fd1efe,kitchen_movement
003259.wav,door_open_close;footsteps;window_open_close;keyboard_typing,Google Pixel 8,static,living_room,"I opened the door then opened the window, sat on the chair and started typing ,on a keyboard",CC0 (Public Domain Dedication),1f285124217f2ce9,desk_chair_moving;street_noise
001491.wav,toilet_flushing;door_open_close;footsteps,phone,mobile,toilet,I flushed the toilet. Then I opened the door and walked out and continued walking a bit longer.,CC0 (Public Domain Dedication),bd0c280c11918d7d,
000644.wav,light_switch;footsteps;microwave;wardrobe_drawer_open_close;cutlery_dishes,iPhone 14 Pro,static,kitchen,"I turned the light on and off and walked across the kitchen. I started the microwave and then opened a drawer to take out some cutlery, causing a clattering sound.",CC0 (Public Domain Dedication),2b9fec5fbc45c236,
005060.wav,phone_ringing;footsteps;keychain,iPhone 15 pro,mobile,hallway,I carried the phone while walking around the room and triggered a phone call so the ringtone could be recorded.,"CC-BY 4.0 (Attribution License), Author: Tarannom Gholami",682f1743634d3fc3,clothing_rustle
000657.wav,footsteps;keychain;door_open_close;light_switch,Samsung Galaxy A25,mobile,hallway;living_room,I walk down the hallway toward the entrance door of the house. I take out the key and open the door. Then I close the door and turn on the light.,"CC-BY 4.0 (Attribution License), Author: Armin Moradi",31a33037372f2659,
002696.wav,cutlery_dishes;microwave;running_water,iPhone 13,mobile,kitchen,I take a plate from the cupboard and place it on the counter. I start the microwave to heat food. While waiting I fill a cup with water from the tap.,CC0 (Public Domain Dedication),d82ddc086a949a48,cup_handling;cupboard_handling
001650.wav,keychain;door_open_close,iphone 16pro,mobile,hallway,i came to my door and checked my key. i inserted the key into the lock and used it to open the door. After opening it i entered my room closed the door behind me and locked it from the inside.,CC0 (Public Domain Dedication),9e7e75d3412e61b7,
003119.wav,wardrobe_drawer_open_close;window_open_close,Xiaomi Redmi Note 14 Pro+,static,bedroom,I opened a cupboard or wardrobe and then opened a nearby window. While moving around the room my hand bumped into the table. I then closed the cupboard again.,"CC-BY 4.0 (Attribution License), Author: Marián Kováč",fa0e1057e1917ba0,table_bump
000959.wav,cutlery_dishes;keyboard_typing,Asus Zephyrus G14,static,bedroom,I sat down at my desk with a cup of tea. I stirred the tea and typed on my keyboard.,"CC-BY 4.0 (Attribution License), Author: Chiegeonunti Chinemerem Nwobodo",3138bd694b995b26,chair_noise
002234.wav,bell_ringing,iPhone 15,mobile,hallway,I rang the door bell and walked away causing some rustling of my clothes as I moved. The sound of the bell ringing was clear and distinct in the recording.,CC0 (Public Domain Dedication),6affd770f09fa5ed,clothing_rustle
005075.wav,door_open_close;footsteps;keychain;light_switch,Redmi Note 13 Pro+ 5G,mobile,living_room,"The person walks to the door in the living room and opens it. After entering, the person takes a few steps inside the room. The person throws the keychain onto his bed and then turns the light switch on and off.","CC-BY 4.0 (Attribution License), Author: Theodor Seitz",cc466f365e8bbd10,
004061.wav,toilet_flushing;running_water;door_open_close,Redmi Note 12,mobile,toilet,"I flushed the toilet and then washed my hands. Finally, I opened the toilet door, walked out, and closed the door again.","CC-BY 4.0 (Attribution License), Author: Omar Ashraf Abdallah Awad",bfbfb5dbe5e7ec22,
001759.wav,coffee_machine;wardrobe_drawer_open_close,iPhone 12,static,kitchen,The coffee spilled from the coffee machine while I was searching for something in two drawers.,CC0 (Public Domain Dedication),b41f7c2c792c273c,
001912.wav,running_water;cutlery_dishes,iPhone 12 Pro Max,static,kitchen,I'm washing the dishes,CC0 (Public Domain Dedication),9e0013646d606c4e,
003079.wav,window_open_close;keyboard_typing,IPhone Xr,mobile,office,I was working when suddenly needed some fresh air so I went to open the window.,CC0 (Public Domain Dedication),04d6c4738cd1814c,
005044.wav,running_water;cutlery_dishes;wardrobe_drawer_open_close;footsteps,Iphone 16 Plus,mobile,kitchen,I was doing the dishes and then put the dishes away in the cabinet.,"CC-BY 4.0 (Attribution License), Author: Tal Yampolsky",8188e21ddcde2c4a,
004577.wav,running_water;toilet_flushing,Iphone 15,static,toilet,I turned on the tap and let the water run. While the water was still running I flushed the toilet so both sounds overlapped briefly. I then turned off the tap.,CC0 (Public Domain Dedication),68011498857b2d87,
003167.wav,wardrobe_drawer_open_close;window_open_close;footsteps;door_open_close,iPhone 11,mobile,bedroom,"I carried my phone while opening the wardrobe to hang up a jacket. I then walked across the bedroom to the window and opened it. After that I walked to the door, opened it, and left the room closing the door behind me.","CC-BY 4.0 (Attribution License), Author: Marlis Sejdiaj",bd3e9a4b7375334e,clothing_rustle
003675.wav,coffee_machine;cutlery_dishes,iPhone 17 Pro Max,static,kitchen,I put the phone on the counter and waited for 7 seconds. Then I turned on the coffee machine and stirred a spoon in my cup.,"CC-BY 4.0 (Attribution License), Author: Mykhailo Filatov",521aa0e58c49977c,
000157.wav,bell_ringing;vacuum_cleaner,Samsung Galaxy A54,mobile,living_room,"I used a vaccume cleaner, bell ring on the background while the the vaccume cleaner is on","CC-BY 4.0 (Attribution License), Author: Ahmed Seif Eddine Bengana",e68019ecb1ef94ec,
005246.wav,footsteps;window_open_close,Redmi Note 13Pro,mobile,living_room,"I walked toward the window, I opened window, and I closed the window.","CC-BY 4.0 (Attribution License), Author: Uche Cyril Igbozurike",a2c06e6f963b2c2c,air_from_out_side
002964.wav,door_open_close;microwave;running_water;cutlery_dishes;keychain,Samsung Galaxy S21,mobile,kitchen,"The door was opened and then closed. The microwave was started and with a partial overlap the tap was turned on. Shortly after, the sound of dishes appeared and overlapped with the running water. Finally, keys were picked up.","CC-BY 4.0 (Attribution License), Author: Maksym Shramko",580868afc7bf8e44,
000459.wav,light_switch;door_open_close,vivo 1820,mobile,toilet,"I turned on the light, opened the door, took the toothbrush & then started brushing my teeth.","CC-BY 4.0 (Attribution License), Author: Ananda Pravin Dhamankar",9d4ebdfe658f2e9e,brushing_teeth
004937.wav,coffee_machine;wardrobe_drawer_open_close,iPhone_13,static,kitchen,I_make_coffee_and_open_a_drawer_and_close_it_again,CC0 (Public Domain Dedication),c398a599262af61c,
002380.wav,footsteps;running_water;door_open_close,iPhone13ProMax,static,bathroom,"I started with turning on the water then walked away to the door, water still running, closed the door, opened the door, walked backed and stoped the water flowing. During the audio I also caughed.",CC0 (Public Domain Dedication),05f4dccfa25d37fb,coughing
000637.wav,wardrobe_drawer_open_close;cutlery_dishes;running_water;microwave,iPhone 14 Pro,mobile,kitchen,"I opened a kitchen drawer and took out cutlery, causing a clattering sound. I then turned on the tap and simultaneously started the microwave. The running water and microwave sounds overlapped for several seconds before both were turned off.",CC0 (Public Domain Dedication),2b9fec5fbc45c236,
005519.wav,keyboard_typing;window_open_close,iPhone 16 Pro Max,static,office,"I sat on chair and started typing on keyboard, stood up, opened the window","CC-BY 4.0 (Attribution License), Author: Yevhenii Andriichuk",2002e11290437464,chair_sit_stand;blind_close_open;mouse_clickingkgkrseslkfkga[prgae
001482.wav,vacuum_cleaner;keychain,Xiaomi Poco X3,mobile,office,"While vacuming, leaving the vacuum behind and getting keychains.",CC0 (Public Domain Dedication),e399d2af2ac34c31,
004183.wav,coffee_machine;keychain,iPhone-14-Pro,static,kitchen,I turned on the coffee machine and put my keychain next to it,"CC-BY 4.0 (Attribution License), Author: Paul Breburda",cc4b2ec22d474544,talking
000622.wav,coffee_machine;running_water,phone,static,kitchen,Coffee machine running while water flows.,CC0 (Public Domain Dedication),44e661c45a581970,background_noise
002653.wav,window_open_close;phone_ringing;keyboard_typing,IPHONE 16 PRO,static,office,"I was working on something in computer and while I was 
doing that I got a notification on my phone, later I opened the
 window",CC0 (Public Domain Dedication),a50cb4b9f4402b22,
005033.wav,microwave;window_open_close,Poco X3 Pro,mobile,kitchen,"I opened the microwave, put the dish, turned it on, I opened the window then closed it",CC0 (Public Domain Dedication),72161e27fe5d30fb,
000371.wav,wardrobe_drawer_open_close,Ipad 9th gen,static,hallway,"looked through my clothing on the coat section, then proceeded to open the wardrobe drawer and grabed some pants, and grabed my belt afterwards",CC0 (Public Domain Dedication),f92d087490952d78,belt_rattle;clothing_rustle
004812.wav,keyboard_typing;phone_ringing;footsteps,iPhone 16 Pro,static,office,"I was sitting in my chair, typing on my laptop keyboard. While I was doing that, I received three messages. I stood up and went to my charging smartphone.",CC0 (Public Domain Dedication),7768bee53557cd2e,chair_squeak
003904.wav,coffee_machine;cutlery_dishes;footsteps,iPhone 15,static,kitchen,"I started a coffee machine, and walked to get a milk carton opened the box, poured into the mug and closed it. Then I stirred the milk and the coffee finally drank it.",CC0 (Public Domain Dedication),c5d83ff0e220f998,slurping;milk_carton_open_close
005664.wav,door_open_close;footsteps;light_switch;wardrobe_drawer_open_close;cutlery_dishes,iPhone 12,mobile,kitchen,"I opened the door, walked into the room and turned on the light. Then I walked to the cupboard and opened it, and took out some plates and mugs.",CC0 (Public Domain Dedication),d4769e15ebdce837,
000082.wav,keyboard_typing;phone_ringing,Google Pixel 9,static,office,I was writing on notebook and typing on my computer while suddenly the phone started ringing,CC0 (Public Domain Dedication),abd5e9da61970247,
003622.wav,vacuum_cleaner;bell_ringing,Vivo Y76 5G,static,living_room,"A vacuum cleaner is running in the living room, then a bell rings.",CC0 (Public Domain Dedication),a11ff4fbb02bfe90,
003640.wav,door_open_close;running_water;toilet_flushing,iphone 15 ,static,toilet,"I closed the toilet door, turned on the water tap, and flushed the toilet.",CC0 (Public Domain Dedication),e0ff3d6a30d200c5,
004125.wav,keyboard_typing;wardrobe_drawer_open_close;vacuum_cleaner,Vivo V2027,static,bedroom,I was typing a message to my friend on PC while looking for my pen in the table drawers. While all this unfolded vacuum_cleaner entered my bedroom and initiated the cleaning process.,CC0 (Public Domain Dedication),798629fa8d2a5d23,
003335.wav,footsteps;door_open_close;light_switch;keyboard_typing,Samsung Galaxy S25,mobile,hallway;office,"I walked to the office door (in the hallway) opened it, turned on the light and walked to my desk. I moved away my chair and sat down. I started typing, clicked with a ruler and wrote something on a piece of paper.",CC0 (Public Domain Dedication),82638109d0cf47e7,paper_handling;pen_clicking;writing_on_paper
002469.wav,footsteps;door_open_close;bell_ringing,Samsung Galaxy S23,mobile,bedroom,"I walked to the front door, opened and closed it, and rang a small bell.",CC0 (Public Domain Dedication),6e86999badc294b8,"traffic_noise,_dog_barking"
004265.wav,phone_ringing;keychain,Pixel 6 pro,static,office,phoned ringed and I opened the door,CC0 (Public Domain Dedication),46bb11117b598882,
001814.wav,vacuum_cleaner;footsteps,Iphone 13,mobile,living_room,The recorder moves while a vacuum cleaner is being used in the living room. Footsteps remain audible as the cleaner is pushed across the floor. The scene captures a typical cleaning activity.,"CC-BY 4.0 (Attribution License), Author: Francisco Muriedas Borrego",e3ae3ad11975b0ee,
005377.wav,door_open_close;keychain;light_switch,Redmi Note 14 Pro 5G,mobile,hallway,"I took out my keys unlocked the door opened it then closed it then I put my keychain on the shelf, then I turned the light switch on.",CC0 (Public Domain Dedication),53a8f5e4bc8499a0,clock_ticking
001511.wav,toilet_flushing;running_water,iPhone 12,static,bathroom,I flushed the toilet and turned on the sink water for a moment before turning it off again.,CC0 (Public Domain Dedication),7098caa5b9a6f4ca,
004012.wav,microwave;wardrobe_drawer_open_close;cutlery_dishes;footsteps;light_switch,Xiaomi 14T,mobile,kitchen,"I started the microwave, opened the drawer, searched for the cutlery and put it on the table, adjusted the light, returned and changed the microwave settings.","CC-BY 4.0 (Attribution License), Author: Oleksandr Samoliuk",f05a863ea1734b0c,room_reverberation;drawer_search_noise;fridge_working
000128.wav,footsteps;keychain,IPHONE 13 PRO,mobile,hallway,"walking down the stairs, while jingling keychain at the same time in my pocket","CC-BY 4.0 (Attribution License), Author: Adam Zebilah",635ebc7bc40c42ef,clothes
001461.wav,keychain;light_switch;door_open_close,Nothing Phone 3a,mobile,hallway,I approached the door with my keys in hand causing the keychain to jangle. I flicked the light switch before opening the door and passing through.,CC0 (Public Domain Dedication),ab56e7b09d091eae,
000259.wav,phone_ringing;keyboard_typing,iPhone 14,mobile,office,"I recorded this scene while holding the phone and moving slightly. Keyboard typing is audible first, and the phone starts ringing while typing is still ongoing. The two target events overlap in time.",CC0 (Public Domain Dedication),8657483f1f057472,
005278.wav,footsteps;keyboard_typing,Redmi,static,office,"I was typing,someone walked in and walked out,had a phone notification then I stirred the tea in a mug with a spoon",CC0 (Public Domain Dedication),6e8b001e8707b675,
001571.wav,microwave;running_water,VIVO V25 Pro,mobile,kitchen,"Moving towards running microwave, tuning water on and of, moving away",CC0 (Public Domain Dedication),cfa64c91e883ce24,dischwascher;microwave_finsh_sound
001467.wav,phone_ringing;footsteps;light_switch;window_open_close,Iphone 13,mobile,bedroom,My alarm rang. I stood up walked to the lightswitch and turned it on then I walked to the window and opened it.,CC0 (Public Domain Dedication),6243b4e793a8b76c,yawning;clothing_rustle
001537.wav,bell_ringing;footsteps;door_open_close,Google Pixel 10,mobile,living_room,"I get home. I walk up the stair and open the door, go through it and closse it again.",CC0 (Public Domain Dedication),7a48e5fe071e4b5b,wind
004323.wav,footsteps;light_switch;vacuum_cleaner,Iphone 15,mobile,hallway,"I was using my study table but I felt more dirty so I gone to store room and then switched on the light. Finally, swtiched on the vacuum cleaner and then started to clean.","CC-BY 4.0 (Attribution License), Author: Prem Sundaraj",3eb1830b30aec6d1,
000106.wav,window_open_close;footsteps,Redmi Note 11S,mobile,bedroom,Walking toward a window and opening and closing it before walking a little again.,"CC-BY 4.0 (Attribution License), Author: Acile Chahboun",38aeb6f4b796ffdc,
000639.wav,door_open_close;light_switch;toilet_flushing;running_water,iPhone 14 Pro,mobile,toilet,I opened the bathroom door and turned on the light. I flushed the toilet and then turned on the tap to wash my hands before turning it off again.,CC0 (Public Domain Dedication),2b9fec5fbc45c236,
